id,level,model,ran_ok,correct,model_rows,truth_rows,model_sql,error,condition
NEW-L4-01,L4,gpt-4.1-mini,True,True,1,1,"SELECT c.customer_id, c.first_name, c.last_name, SUM(oi.quantity * oi.unit_price) AS total_spent 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.price > (SELECT AVG(price) FROM products) 
GROUP BY c.customer_id, c.first_name, c.last_name 
ORDER BY total_spent DESC 
LIMIT 1;",,condition3_fewshot
NEW-L4-02,L4,gpt-4.1-mini,True,False,1,1,"SELECT d.department_name, SUM(oi.quantity * oi.unit_price) AS total_order_value FROM departments d JOIN employees e ON d.department_id = e.department_id JOIN orders o ON e.employee_id = o.handled_by JOIN order_items oi ON o.order_id = oi.order_id GROUP BY d.department_name ORDER BY total_order_value DESC;",,condition3_fewshot
NEW-L4-03,L4,gpt-4.1-mini,True,False,2,2,SELECT p.product_name FROM products p LEFT JOIN order_items oi ON p.product_id = oi.product_id WHERE oi.product_id IS NULL AND EXISTS (SELECT 1 FROM inventory i WHERE i.product_id = p.product_id AND i.quantity > 0);,,condition3_fewshot
NEW-L4-04,L4,gpt-4.1-mini,True,False,8,8,"SELECT c.category_name, (SUM(oi.quantity * oi.unit_price) / (SELECT SUM(quantity * unit_price) FROM order_items)) * 100 AS revenue_percentage FROM order_items oi JOIN products p ON oi.product_id = p.product_id JOIN categories c ON p.category_id = c.category_id GROUP BY c.category_name ORDER BY revenue_percentage DESC;",,condition3_fewshot
NEW-L4-05,L4,gpt-4.1-mini,True,False,3,3,"SELECT e.first_name, e.last_name, o.order_id, SUM(oi.quantity * oi.unit_price) AS order_value
FROM orders o
JOIN employees e ON o.handled_by = e.employee_id
JOIN order_items oi ON o.order_id = oi.order_id
GROUP BY o.order_id, e.employee_id, e.first_name, e.last_name
ORDER BY order_value DESC
LIMIT 3;",,condition3_fewshot
NEW-L4-06,L4,gpt-4.1-mini,True,False,6,6,"SELECT e.first_name AS employee_first_name, e.last_name AS employee_last_name, m.first_name AS manager_first_name, m.last_name AS manager_last_name, COALESCE(SUM(oi.quantity * oi.unit_price), 0) AS total_handled_value FROM employees e LEFT JOIN employees m ON e.manager_id = m.employee_id LEFT JOIN orders o ON e.employee_id = o.handled_by LEFT JOIN order_items oi ON o.order_id = oi.order_id GROUP BY e.employee_id, e.first_name, e.last_name, m.first_name, m.last_name ORDER BY total_handled_value DESC;",,condition3_fewshot
NEW-L4-07,L4,gpt-4.1-mini,True,False,2,2,"SELECT c.category_name
FROM categories c
JOIN products p ON c.category_id = p.category_id
JOIN inventory i ON p.product_id = i.product_id
JOIN warehouses w ON i.warehouse_id = w.warehouse_id
GROUP BY c.category_id, c.category_name
HAVING SUM(CASE WHEN w.city = 'Berlin' THEN i.quantity ELSE 0 END) > 0.5 * SUM(i.quantity);",,condition3_fewshot
NEW-L4-08,L4,gpt-4.1-mini,True,False,14,14,"SELECT c.customer_id, c.first_name, c.last_name, SUM(oi.quantity * oi.unit_price) AS total_spent, RANK() OVER (ORDER BY SUM(oi.quantity * oi.unit_price) DESC) AS spend_rank FROM customers c JOIN orders o ON c.customer_id = o.customer_id JOIN order_items oi ON o.order_id = oi.order_id GROUP BY c.customer_id, c.first_name, c.last_name ORDER BY total_spent DESC;",,condition3_fewshot
NEW-L4-09,L4,gpt-4.1-mini,True,False,2,2,"SELECT o.order_id
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id
HAVING COUNT(DISTINCT p.category_id) > 3;",,condition3_fewshot
NEW-L4-10,L4,gpt-4.1-mini,True,False,17,17,"SELECT DATE_FORMAT(order_date, '%Y-%m') AS order_month, 
       SUM(oi.quantity * oi.unit_price) AS total_order_value,
       LAG(SUM(oi.quantity * oi.unit_price)) OVER (ORDER BY DATE_FORMAT(order_date, '%Y-%m')) AS previous_month_value,
       CASE 
         WHEN LAG(SUM(oi.quantity * oi.unit_price)) OVER (ORDER BY DATE_FORMAT(order_date, '%Y-%m')) IS NULL THEN NULL
         ELSE (SUM(oi.quantity * oi.unit_price) - LAG(SUM(oi.quantity * oi.unit_price)) OVER (ORDER BY DATE_FORMAT(order_date, '%Y-%m'))) / LAG(SUM(oi.quantity * oi.unit_price)) OVER (ORDER BY DATE_FORMAT(order_date, '%Y-%m')) * 100
       END AS month_over_month_growth_percentage
FROM orders o 
JOIN order_items oi ON o.order_id = oi.order_id
GROUP BY order_month
ORDER BY order_month;",,condition3_fewshot
