file,id,model,category,error,truth_cols,model_cols,truth_rows_n,model_rows_n,category_final
results_condition1_unaware_gpt.csv,L3-08,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L3-09,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L3-10,gpt-4.1-mini,column_shape_mismatch,,2,3,11,11,column_shape_mismatch
results_condition1_unaware_gpt.csv,L3-11,gpt-4.1-mini,column_shape_mismatch,,3,1,5,5,column_shape_mismatch
results_condition1_unaware_gpt.csv,L3-12,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L3-14,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L3-15,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L4-01,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L4-02,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L4-03,gpt-4.1-mini,column_shape_mismatch,,2,5,8,8,column_shape_mismatch
results_condition1_unaware_gpt.csv,L4-04,gpt-4.1-mini,column_shape_mismatch,,3,6,22,22,column_shape_mismatch
results_condition1_unaware_gpt.csv,L4-05,gpt-4.1-mini,column_shape_mismatch,,1,5,2,2,column_shape_mismatch
results_condition1_unaware_gpt.csv,L4-06,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L4-07,gpt-4.1-mini,syntax_error,,,,,,syntax_error
results_condition1_unaware_gpt.csv,L4-08,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L4-09,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gpt.csv,L4-10,gpt-4.1-mini,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L1-02,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,3,3,column_shape_mismatch
results_condition1_unaware_gemini.csv,L1-03,gemini-3.5-flash-lite,column_shape_mismatch,,3,8,3,3,column_shape_mismatch
results_condition1_unaware_gemini.csv,L1-04,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,5,5,column_shape_mismatch
results_condition1_unaware_gemini.csv,L1-05,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L1-07,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,1,1,column_shape_mismatch
results_condition1_unaware_gemini.csv,L1-08,gemini-3.5-flash-lite,column_shape_mismatch,,2,8,2,2,column_shape_mismatch
results_condition1_unaware_gemini.csv,L1-09,gemini-3.5-flash-lite,column_shape_mismatch,,3,7,2,2,column_shape_mismatch
results_condition1_unaware_gemini.csv,L1-10,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,2,2,column_shape_mismatch
results_condition1_unaware_gemini.csv,L2-01,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-02,gemini-3.5-flash-lite,column_shape_mismatch,,2,7,14,14,column_shape_mismatch
results_condition1_unaware_gemini.csv,L2-03,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-04,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-05,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-06,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-07,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-08,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-09,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-10,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-11,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-12,gemini-3.5-flash-lite,column_shape_mismatch,,4,1,19,19,column_shape_mismatch
results_condition1_unaware_gemini.csv,L2-13,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L2-14,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,6,6,column_shape_mismatch
results_condition1_unaware_gemini.csv,L2-15,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,3,3,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-01,gemini-3.5-flash-lite,column_shape_mismatch,,2,2,4,4,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-02,gemini-3.5-flash-lite,column_shape_mismatch,,2,2,5,5,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-04,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L3-06,gemini-3.5-flash-lite,column_shape_mismatch,,3,2,14,14,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-07,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L3-08,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L3-09,gemini-3.5-flash-lite,column_shape_mismatch,,2,2,8,8,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-10,gemini-3.5-flash-lite,column_shape_mismatch,,2,3,11,11,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-11,gemini-3.5-flash-lite,column_shape_mismatch,,3,1,5,5,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-12,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,4,4,column_shape_mismatch
results_condition1_unaware_gemini.csv,L3-14,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L3-15,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L4-01,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L4-02,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L4-03,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,8,8,column_shape_mismatch
results_condition1_unaware_gemini.csv,L4-04,gemini-3.5-flash-lite,column_shape_mismatch,,3,2,22,22,column_shape_mismatch
results_condition1_unaware_gemini.csv,L4-05,gemini-3.5-flash-lite,column_shape_mismatch,,1,5,2,2,column_shape_mismatch
results_condition1_unaware_gemini.csv,L4-06,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L4-07,gemini-3.5-flash-lite,syntax_error,,,,,,syntax_error
results_condition1_unaware_gemini.csv,L4-08,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,16,16,column_shape_mismatch
results_condition1_unaware_gemini.csv,L4-09,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition1_unaware_gemini.csv,L4-10,gemini-3.5-flash-lite,hallucinated_schema,,,,,,hallucinated_schema
results_condition2_aware_no_hints_gpt.csv,L1-02,gpt-4.1-mini,column_shape_mismatch,,2,3,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L1-03,gpt-4.1-mini,column_shape_mismatch,,3,5,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L1-04,gpt-4.1-mini,column_shape_mismatch,,2,3,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L1-05,gpt-4.1-mini,column_shape_mismatch,,4,6,7,7,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L1-07,gpt-4.1-mini,column_shape_mismatch,,2,5,1,1,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L1-08,gpt-4.1-mini,column_shape_mismatch,,2,4,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L1-09,gpt-4.1-mini,column_shape_mismatch,,3,7,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L1-10,gpt-4.1-mini,column_shape_mismatch,,2,1,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-01,gpt-4.1-mini,column_shape_mismatch,,2,5,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-02,gpt-4.1-mini,column_shape_mismatch,,2,4,14,14,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-03,gpt-4.1-mini,column_shape_mismatch,,3,4,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-04,gpt-4.1-mini,column_shape_mismatch,,3,5,12,12,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-05,gpt-4.1-mini,column_shape_mismatch,,2,3,15,15,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-06,gpt-4.1-mini,column_shape_mismatch,,2,1,24,22,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-07,gpt-4.1-mini,column_shape_mismatch,,2,4,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-08,gpt-4.1-mini,column_shape_mismatch,,4,5,10,10,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-09,gpt-4.1-mini,column_shape_mismatch,,4,5,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-10,gpt-4.1-mini,column_shape_mismatch,,2,5,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-11,gpt-4.1-mini,column_shape_mismatch,,3,8,1,1,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-12,gpt-4.1-mini,column_shape_mismatch,,4,4,19,19,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-13,gpt-4.1-mini,column_shape_mismatch,,2,6,6,6,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-14,gpt-4.1-mini,column_shape_mismatch,,2,2,6,6,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L2-15,gpt-4.1-mini,column_shape_mismatch,,2,5,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-02,gpt-4.1-mini,column_shape_mismatch,,2,3,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-06,gpt-4.1-mini,column_shape_mismatch,,3,4,14,18,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-07,gpt-4.1-mini,column_shape_mismatch,,3,4,3,6,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-08,gpt-4.1-mini,column_shape_mismatch,,2,3,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-10,gpt-4.1-mini,column_shape_mismatch,,2,3,11,11,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-11,gpt-4.1-mini,column_shape_mismatch,,3,5,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-12,gpt-4.1-mini,column_shape_mismatch,,2,3,4,4,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L3-14,gpt-4.1-mini,column_shape_mismatch,,2,3,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-01,gpt-4.1-mini,column_shape_mismatch,,3,4,3,1,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-02,gpt-4.1-mini,column_shape_mismatch,,4,5,6,6,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-03,gpt-4.1-mini,column_shape_mismatch,,2,3,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-04,gpt-4.1-mini,column_shape_mismatch,,3,3,22,22,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-05,gpt-4.1-mini,column_shape_mismatch,,1,2,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-06,gpt-4.1-mini,column_shape_mismatch,,3,5,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-07,gpt-4.1-mini,column_shape_mismatch,,4,5,14,14,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-09,gpt-4.1-mini,column_shape_mismatch,,2,6,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gpt.csv,L4-10,gpt-4.1-mini,column_shape_mismatch,,6,5,19,19,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-02,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-03,gemini-3.5-flash-lite,column_shape_mismatch,,3,8,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-04,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-05,gemini-3.5-flash-lite,column_shape_mismatch,,4,6,7,7,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-07,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,1,1,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-08,gemini-3.5-flash-lite,column_shape_mismatch,,2,8,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-09,gemini-3.5-flash-lite,column_shape_mismatch,,3,7,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L1-10,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-01,gemini-3.5-flash-lite,column_shape_mismatch,,2,4,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-02,gemini-3.5-flash-lite,column_shape_mismatch,,2,7,14,14,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-03,gemini-3.5-flash-lite,column_shape_mismatch,,3,8,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-04,gemini-3.5-flash-lite,column_shape_mismatch,,3,5,12,12,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-05,gemini-3.5-flash-lite,column_shape_mismatch,,2,2,15,15,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-06,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,24,8,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-07,gemini-3.5-flash-lite,column_shape_mismatch,,2,2,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-08,gemini-3.5-flash-lite,column_shape_mismatch,,4,5,10,10,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-09,gemini-3.5-flash-lite,column_shape_mismatch,,4,5,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-10,gemini-3.5-flash-lite,column_shape_mismatch,,2,4,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-11,gemini-3.5-flash-lite,column_shape_mismatch,,3,5,1,1,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-12,gemini-3.5-flash-lite,column_shape_mismatch,,4,5,19,19,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-13,gemini-3.5-flash-lite,column_shape_mismatch,,2,6,6,6,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-14,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,6,6,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L2-15,gemini-3.5-flash-lite,column_shape_mismatch,,2,4,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-02,gemini-3.5-flash-lite,column_shape_mismatch,,2,3,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-04,gemini-3.5-flash-lite,column_shape_mismatch,,1,1,1,1,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-05,gemini-3.5-flash-lite,column_shape_mismatch,,2,2,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-06,gemini-3.5-flash-lite,column_shape_mismatch,,3,4,14,18,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-07,gemini-3.5-flash-lite,column_shape_mismatch,,3,4,3,6,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-08,gemini-3.5-flash-lite,column_shape_mismatch,,2,3,3,3,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-09,gemini-3.5-flash-lite,column_shape_mismatch,,2,3,8,11,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-10,gemini-3.5-flash-lite,column_shape_mismatch,,2,3,11,11,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-11,gemini-3.5-flash-lite,column_shape_mismatch,,3,7,5,5,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-12,gemini-3.5-flash-lite,column_shape_mismatch,,2,1,4,4,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L3-15,gemini-3.5-flash-lite,column_shape_mismatch,,2,3,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-01,gemini-3.5-flash-lite,column_shape_mismatch,,3,1,3,1,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-02,gemini-3.5-flash-lite,column_shape_mismatch,,4,3,6,6,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-03,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-04,gemini-3.5-flash-lite,column_shape_mismatch,,3,4,22,22,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-05,gemini-3.5-flash-lite,column_shape_mismatch,,1,5,2,2,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-06,gemini-3.5-flash-lite,column_shape_mismatch,,3,4,8,8,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-07,gemini-3.5-flash-lite,column_shape_mismatch,,4,6,14,14,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-08,gemini-3.5-flash-lite,column_shape_mismatch,,2,5,16,16,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-09,gemini-3.5-flash-lite,column_shape_mismatch,,2,7,5,0,column_shape_mismatch
results_condition2_aware_no_hints_gemini.csv,L4-10,gemini-3.5-flash-lite,column_shape_mismatch,,6,9,19,19,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L3-01,gpt-4.1-mini,column_shape_mismatch,,5,5,17,17,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L3-03,gpt-4.1-mini,wrong_filter,,2,2,11,8,wrong_filter
results_condition3_fewshot_gpt.csv,NEW-L3-05,gpt-4.1-mini,column_shape_mismatch,,4,2,3,3,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L3-06,gpt-4.1-mini,column_shape_mismatch,,3,5,3,3,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L3-07,gpt-4.1-mini,column_shape_mismatch,,4,3,17,17,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L3-08,gpt-4.1-mini,column_shape_mismatch,,3,2,8,8,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L3-10,gpt-4.1-mini,column_shape_mismatch,,3,2,22,22,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-02,gpt-4.1-mini,column_shape_mismatch,,3,2,1,1,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-03,gpt-4.1-mini,column_shape_mismatch,,3,1,2,2,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-04,gpt-4.1-mini,column_shape_mismatch,,3,2,8,8,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-05,gpt-4.1-mini,column_shape_mismatch,,5,4,3,3,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-06,gpt-4.1-mini,column_shape_mismatch,,6,5,6,6,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-07,gpt-4.1-mini,column_shape_mismatch,,4,1,2,2,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-08,gpt-4.1-mini,column_shape_mismatch,,6,5,14,14,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-09,gpt-4.1-mini,column_shape_mismatch,,4,1,2,2,column_shape_mismatch
results_condition3_fewshot_gpt.csv,NEW-L4-10,gpt-4.1-mini,column_shape_mismatch,,3,4,17,17,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L3-01,gemini-3.5-flash-lite,column_shape_mismatch,,5,3,17,44,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L3-03,gemini-3.5-flash-lite,wrong_filter,,2,2,11,8,wrong_filter
results_condition3_fewshot_gemini.csv,NEW-L3-05,gemini-3.5-flash-lite,column_shape_mismatch,,4,2,3,3,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L3-06,gemini-3.5-flash-lite,column_shape_mismatch,,3,5,3,3,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L3-07,gemini-3.5-flash-lite,column_shape_mismatch,,4,3,17,17,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L3-08,gemini-3.5-flash-lite,column_shape_mismatch,,3,2,8,8,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L3-09,gemini-3.5-flash-lite,column_shape_mismatch,,3,2,13,13,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L3-10,gemini-3.5-flash-lite,column_shape_mismatch,,3,2,22,22,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-03,gemini-3.5-flash-lite,column_shape_mismatch,,3,2,2,2,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-04,gemini-3.5-flash-lite,column_shape_mismatch,,3,2,8,8,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-05,gemini-3.5-flash-lite,column_shape_mismatch,,5,4,3,3,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-06,gemini-3.5-flash-lite,column_shape_mismatch,,6,3,6,6,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-07,gemini-3.5-flash-lite,column_shape_mismatch,,4,3,2,2,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-08,gemini-3.5-flash-lite,column_shape_mismatch,,6,4,14,14,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-09,gemini-3.5-flash-lite,column_shape_mismatch,,4,1,2,2,column_shape_mismatch
results_condition3_fewshot_gemini.csv,NEW-L4-10,gemini-3.5-flash-lite,column_shape_mismatch,,3,4,17,17,column_shape_mismatch
results_condition4_precise_wording_gpt.csv,NEW-L3-01,gpt-4.1-mini,wrong_filter,,5,5,17,44,wrong_filter
results_condition4_precise_wording_gpt.csv,NEW-L3-03,gpt-4.1-mini,wrong_filter,,2,2,11,8,wrong_filter
results_condition4_precise_wording_gpt.csv,NEW-L4-02,gpt-4.1-mini,syntax_error,,,,,,syntax_error
results_condition4_precise_wording_gpt.csv,NEW-L4-06,gpt-4.1-mini,column_shape_mismatch,,6,6,6,6,column_shape_mismatch
results_condition4_precise_wording_gpt.csv,NEW-L4-07,gpt-4.1-mini,actually_correct_after_normalization,,4,4,2,2,output_formatting_mismatch
results_condition4_precise_wording_gpt.csv,NEW-L4-10,gpt-4.1-mini,column_shape_mismatch,,3,4,17,17,column_shape_mismatch
results_condition4_precise_wording_gemini.csv,NEW-L3-03,gemini-3.5-flash-lite,wrong_filter,,2,2,11,8,wrong_filter
results_condition4_precise_wording_gemini.csv,NEW-L3-08,gemini-3.5-flash-lite,wrong_filter,,3,3,8,8,wrong_aggregation
results_condition4_precise_wording_gemini.csv,NEW-L4-04,gemini-3.5-flash-lite,actually_correct_after_normalization,,3,3,8,8,output_formatting_mismatch
